short_name,player_positions,overall,potential,wage_eur,age,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,value_eur
F. Azemi,ST,63,63,1000,29,2022,Norway,Right,3,3,594000,77,59,53,62,36,68,54,62,59,56,54,60,53,49,51,61,76,78,69,64,70,61,90,63,72,53,61,46,61,51,58,60,25,34,35,12,6,13,10,9,0,475000
J. Sterry,RWB,63,68,3000,25,2023,England,Right,3,2,1200000,74,49,55,62,57,70,60,49,54,57,45,60,55,40,53,60,73,74,75,55,73,54,74,76,65,45,75,55,57,54,47,55,57,58,57,7,15,8,9,14,0,650000
M. Ofkir,"LM, RM",63,66,1000,24,2021,Norway,Right,3,3,861000,84,56,54,66,30,50,57,52,33,56,47,66,59,38,42,63,86,83,82,62,72,63,45,67,47,62,39,22,55,58,43,57,35,28,32,15,12,14,7,7,0,650000
R. Sallinger,GK,63,67,1000,25,2022,Austria,Right,3,1,801000,50,50,50,50,50,50,17,12,20,31,11,19,13,17,25,20,46,40,39,57,57,48,56,44,79,17,20,19,18,11,23,31,19,11,22,67,59,64,59,64,44,525000
A. May,CM,63,68,2000,23,2022,England,Right,2,2,1300000,73,57,59,63,58,68,51,57,55,64,44,61,53,46,62,62,71,74,67,62,76,59,76,83,64,57,58,59,60,62,53,61,57,60,56,7,7,14,13,14,0,725000
D. Reimann,GK,63,68,700,24,2023,Germany,Right,3,1,877000,50,50,50,50,50,50,9,6,8,39,7,7,11,12,37,22,44,46,53,60,50,52,65,31,47,8,18,10,6,37,17,40,9,10,9,66,55,69,57,68,45,575000
A. Lajami,"CB, LB",63,70,7000,25,2025,Saudi Arabia,Right,4,2,1700000,76,47,53,55,63,70,47,48,63,61,47,51,39,51,57,50,78,74,78,59,73,56,81,75,70,38,59,65,48,46,34,48,62,65,59,9,14,9,14,12,0,875000
J. McGing,"RB, RWB, CB",63,64,1000,27,2022,Australia,Right,3,2,663000,61,37,52,54,63,70,47,34,59,60,30,51,39,31,55,56,60,62,60,52,57,48,70,72,73,31,59,66,53,49,36,60,59,66,64,9,11,10,9,14,0,500000
Ł. Sekulski,ST,63,63,2000,30,2023,Poland,Right,3,3,641000,70,62,39,63,26,69,31,64,68,50,64,63,34,27,24,64,69,70,69,61,53,62,69,68,72,55,65,19,60,45,68,64,26,18,23,8,14,14,7,12,0,475000
H. Rodgers,"RWB, CB",63,68,1000,24,2023,England,Right,2,2,1200000,68,39,53,58,60,69,59,35,60,57,25,59,35,27,52,59,66,69,56,57,56,46,67,68,72,38,64,59,57,53,41,55,60,61,60,8,7,9,14,6,0,675000
M. Diallo,RB,63,67,3000,24,2022,France,Right,2,2,991000,68,43,54,61,59,68,57,41,59,58,31,60,35,33,56,58,69,67,71,59,71,59,81,72,67,34,64,60,47,54,41,60,59,59,61,13,8,12,14,14,0,650000
A. Georgen,RB,63,74,1000,22,2023,France,Right,3,2,2000000,72,49,55,65,60,55,70,48,53,59,41,64,45,46,48,64,70,74,78,52,83,56,62,52,58,43,51,53,55,43,48,55,62,64,63,7,7,11,10,14,0,1000000
Z. Westbrooke,"CM, RW",63,66,3000,24,2023,England,Right,3,3,1200000,64,61,65,64,56,58,61,60,49,65,62,63,71,68,64,65,66,62,62,61,76,64,56,61,56,61,58,55,62,65,64,64,57,59,56,12,12,14,6,11,0,650000
Hélder Tavares,"CDM, CM",63,63,1000,31,2022,Cape Verde Islands,Right,2,2,439000,59,55,58,60,61,67,51,51,59,63,50,57,48,42,60,61,53,64,67,61,72,66,59,72,65,56,67,61,59,59,52,62,59,63,61,12,6,8,8,14,0,325000
J. Quintero,ST,63,63,500,27,2021,Colombia,Right,2,2,1100000,69,65,49,62,22,61,39,68,62,55,64,65,41,31,53,61,68,70,59,62,59,63,51,65,71,65,31,19,55,54,56,43,20,14,18,14,6,9,12,13,0,525000
M. Bagayoko,"RB, RWB",63,63,2000,31,2022,Côte d'Ivoire,Right,3,3,473000,76,27,52,61,62,62,58,21,52,56,26,58,27,33,48,60,71,80,74,52,74,31,72,58,60,25,70,61,56,53,45,59,65,62,60,7,12,8,6,9,0,350000
R. Sharahili,"CDM, CM",63,63,3000,28,2024,Saudi Arabia,Right,3,2,701000,49,49,57,59,58,75,48,52,55,64,32,62,41,39,61,63,48,50,54,59,35,54,64,80,79,43,60,59,56,57,45,50,58,60,53,10,15,10,14,7,0,425000
F. Schubert,ST,63,64,3000,26,2023,Austria,Right,3,2,877000,71,63,46,54,34,73,35,68,59,56,40,49,48,35,39,60,70,71,58,61,57,70,68,70,87,55,41,32,58,45,49,52,44,20,24,9,13,8,7,13,0,575000
W. Jääskeläinen,GK,63,72,1000,22,2022,Finland,Left,3,1,1800000,50,50,50,50,50,50,14,13,14,36,13,13,14,14,35,22,35,38,49,57,45,47,61,29,55,14,22,12,6,40,20,41,11,15,13,64,62,63,62,64,36,925000
V. Sanogo,ST,63,66,2000,26,2022,France,Left,3,2,891000,74,60,50,62,26,77,52,63,56,56,55,60,38,31,42,62,74,74,68,62,67,63,74,71,84,49,67,13,63,53,63,60,40,14,11,15,9,10,12,12,0,625000
Carlos Travisso,GK,63,63,3000,25,2024,Brazil,Right,3,1,760000,50,50,50,50,50,50,15,20,17,18,19,20,14,19,18,22,60,48,52,65,55,48,41,40,52,20,33,24,19,52,18,52,22,14,15,68,43,64,64,72,55,400000
Fachendinho,"ST, RM",63,63,6000,29,2024,Brazil,Right,3,3,903000,44,66,53,63,26,65,59,70,63,61,57,63,53,50,44,65,46,43,58,71,65,62,76,69,67,64,53,22,62,41,65,53,13,28,32,16,15,15,16,18,0,475000
A. Al Zain,"LW, RW",63,63,5000,29,2022,Saudi Arabia,Left,4,3,784000,76,58,56,66,42,61,59,57,55,58,60,67,60,44,53,64,74,78,75,52,62,63,53,72,58,57,57,45,60,55,46,59,29,47,44,13,13,7,9,14,0,475000
F. Horsfall,CB,63,66,3000,24,2022,England,Right,3,2,1000000,54,32,42,41,61,77,30,27,61,52,22,30,24,27,51,48,53,54,53,59,51,44,69,77,84,33,63,60,30,40,40,50,62,62,61,6,7,6,6,7,0,575000
İ. Çipe,GK,63,66,8000,26,2022,Turkey,Right,2,1,986000,50,50,50,50,50,50,14,18,15,17,15,17,12,18,19,16,45,45,33,53,32,48,57,24,56,14,16,16,15,40,17,32,15,15,17,62,65,64,65,62,45,475000
A. Peña,CB,63,67,10000,25,2021,Mexico,Right,3,2,1100000,62,41,49,48,64,67,41,33,61,63,39,35,38,27,54,62,63,62,57,59,46,59,62,66,73,43,56,60,27,39,52,59,65,65,65,11,13,14,15,9,0,600000
C. Blackett-Taylor,"LM, ST",63,70,2000,23,2022,England,Right,5,3,1900000,91,57,52,65,22,67,55,58,50,55,42,64,47,39,43,62,90,91,82,52,89,59,71,59,70,55,66,20,57,56,56,52,19,18,16,7,5,13,14,5,0,975000
B. Hanlan,ST,63,69,2000,24,2024,England,Right,3,3,1500000,84,62,50,63,35,71,49,61,57,54,58,63,60,40,43,60,83,84,74,59,77,67,72,81,77,59,43,22,61,48,62,56,40,30,35,6,8,9,6,8,0,775000
A. Iacovitti,CB,63,69,1000,23,2022,Scotland,Left,3,2,1400000,68,35,50,51,61,75,55,34,65,57,24,49,40,30,53,53,67,68,53,53,42,38,76,74,82,31,59,61,46,40,39,60,59,63,60,14,11,11,8,8,0,700000
N. Tzanev,GK,63,68,1000,24,2024,New Zealand,Right,1,1,1000000,50,50,50,50,50,50,10,8,12,30,10,15,12,11,27,24,47,45,35,50,54,45,58,25,54,9,34,14,9,25,15,34,7,14,13,62,63,60,63,65,46,575000
M. Roman,ST,63,63,4000,29,2022,Romania,Left,2,2,641000,55,65,53,59,36,66,50,64,65,58,64,59,48,49,52,64,54,55,54,55,34,74,72,57,77,59,49,26,62,52,56,65,27,40,42,12,5,14,9,6,0,475000
Ian Soler,CB,63,68,2000,25,2023,Spain,Right,3,2,891000,59,33,45,46,63,66,38,24,63,60,40,35,31,30,50,54,63,56,57,56,57,51,70,54,75,32,58,64,21,31,42,47,63,64,62,8,6,15,15,15,0,625000
M. Weymans,LWB,63,66,950,23,2021,Burundi,Left,3,2,795000,79,44,54,62,54,72,58,39,51,61,36,63,44,40,56,60,75,82,73,52,74,62,82,78,71,40,66,52,45,44,42,48,57,54,55,8,6,10,7,12,0,600000
B. Konaté,"CM, RM",63,68,2000,25,2022,France,Right,3,2,1200000,63,47,61,67,62,63,61,42,65,67,31,67,38,36,65,64,59,66,73,67,73,60,75,70,60,51,60,68,45,61,47,68,62,58,61,12,13,8,6,11,0,700000
M. Hilßner,"RW, CAM",63,64,5000,26,2023,Germany,Left,2,3,1100000,62,65,63,63,49,60,64,61,45,61,64,64,63,65,64,61,59,64,61,64,67,75,50,34,72,67,63,47,62,66,56,59,53,50,44,12,8,9,14,13,0,575000
M. Brink,CM,63,68,2000,23,2022,Denmark,Right,3,2,961000,66,54,62,65,59,66,56,55,37,66,54,63,57,49,63,65,68,65,73,60,77,58,68,80,61,50,58,60,56,63,49,66,62,62,56,7,11,8,14,14,0,725000
J. Lokilo,"RM, LM",63,69,1000,22,2023,Congo DR,Left,3,3,1200000,85,56,58,66,27,49,60,54,40,58,45,64,63,67,49,62,83,86,90,57,87,61,49,52,50,58,41,29,58,59,55,53,19,28,27,6,6,7,12,13,0,775000
R. McKenzie,CDM,63,71,2000,22,2022,England,Right,2,2,2000000,61,44,56,56,61,72,48,39,53,62,38,56,46,41,58,60,55,66,46,62,52,56,73,67,74,44,71,60,57,58,43,56,62,63,62,8,8,13,10,11,0,1000000
D. Bergqvist,CB,63,65,1000,28,2021,Sweden,Right,4,2,629000,53,31,50,54,58,81,39,23,69,56,24,53,27,27,64,56,49,56,52,55,57,50,75,70,90,31,76,53,33,53,35,55,56,61,56,11,11,8,9,9,0,475000
N. D'Agostino,"ST, RM, CAM",63,68,2000,23,2022,Australia,Right,4,2,961000,82,57,55,63,36,69,55,63,63,58,55,61,57,42,55,59,82,82,82,59,75,57,87,63,76,44,52,29,61,53,54,57,39,31,26,14,8,14,11,8,0,725000
Kim Geon Woong,"CDM, CB, CM",63,71,1000,23,2022,Korea Republic,Right,3,2,1500000,62,48,55,59,58,70,36,38,54,63,33,58,34,39,64,59,60,63,65,60,59,63,62,61,77,57,68,61,59,61,44,55,59,59,54,14,12,15,13,6,0,1000000
D. Margush,GK,63,70,1000,23,2022,Australia,Right,2,1,1200000,50,50,50,50,50,50,14,8,13,29,10,10,14,14,22,12,30,30,32,53,32,46,60,28,63,10,25,15,7,42,12,49,8,14,12,61,63,61,63,64,30,825000
F. Prce,"CB, LB",63,69,550,25,2022,Croatia,Left,3,2,1000000,66,40,51,52,64,71,57,38,61,55,35,49,37,38,58,53,63,69,57,55,51,44,81,72,76,41,55,58,41,40,39,52,66,65,65,13,9,12,11,6,0,675000
Xu Xin,"CDM, CM",63,65,4000,27,2021,China PR,Right,2,2,853000,66,51,56,60,59,72,47,44,62,62,38,56,40,45,67,59,62,69,74,58,69,64,74,70,75,58,66,59,55,54,45,57,62,55,62,9,10,11,13,10,0,525000
Liao Junjian,CB,63,65,2000,27,2021,China PR,Right,3,2,813000,62,50,56,61,63,72,54,52,55,61,41,60,41,33,60,59,59,64,73,64,59,51,73,80,72,47,61,63,57,58,36,57,62,65,64,7,6,12,9,13,0,500000
T. Washington,LB,63,63,2000,27,2021,United States,Left,2,2,689000,73,25,41,38,63,57,51,22,54,55,20,20,28,23,29,52,72,73,48,66,65,32,75,54,62,24,42,62,27,25,37,43,64,67,58,10,11,12,12,14,0,475000
Chi Wenyi,GK,63,63,2000,33,2022,China PR,Right,1,1,248000,50,50,50,50,50,50,14,7,14,28,8,7,12,11,22,12,15,27,30,61,46,46,62,25,53,5,22,10,8,25,19,56,23,14,13,63,60,61,63,64,20,160000
A. Tarbell,GK,63,65,1000,27,2021,United States,Right,2,1,686000,50,50,50,50,50,50,14,15,12,22,17,15,14,13,25,18,27,31,25,46,29,44,51,26,57,15,22,12,17,29,19,36,17,12,13,63,63,58,62,69,29,450000
C. Masterson,CB,63,74,3000,22,2021,Republic of Ireland,Right,3,2,0,51,33,39,38,65,64,29,30,64,49,33,33,28,37,37,39,50,52,37,59,43,46,66,53,72,22,55,64,33,36,43,50,66,66,63,9,7,10,6,12,0,1000000
R. Tranberg,"CDM, CB, RM",63,64,900,28,2022,Sweden,Right,3,2,629000,60,50,61,60,57,75,64,45,51,61,42,60,52,51,59,61,58,62,57,61,55,61,66,73,75,50,79,59,60,62,44,62,58,57,53,10,10,13,13,14,0,475000
Han Hee Hoon,"CB, CDM",63,63,1000,30,2021,Korea Republic,Right,3,2,500000,53,23,35,42,64,75,22,18,61,49,25,33,28,26,32,42,70,39,54,56,67,30,75,71,79,23,69,64,27,31,34,62,63,66,63,13,14,8,8,7,0,400000
J. Caletti,"CDM, CM",63,68,900,22,2022,Australia,Right,3,2,894000,69,42,58,67,60,62,53,40,45,63,40,60,42,38,61,66,68,70,89,62,86,45,64,77,58,40,52,61,58,63,38,69,64,61,56,9,10,5,12,13,0,675000
K. Otani,GK,63,63,1000,32,2022,Japan,Right,2,1,300000,50,50,50,50,50,50,14,12,14,17,14,14,19,11,20,10,43,42,25,49,45,53,66,33,46,15,28,16,17,51,13,49,21,10,13,62,65,70,60,67,43,240000
T. Umesaki,"CF, LM, RM",63,63,1000,34,2023,Japan,Right,4,3,288000,49,65,63,67,41,60,58,62,47,65,66,66,64,64,63,68,61,40,66,61,80,68,48,75,61,70,41,37,63,66,69,64,43,41,39,12,8,11,12,10,0,230000
K. Kairinen,CM,63,72,1000,22,2024,Finland,Left,3,2,1600000,66,51,61,64,55,62,52,42,48,65,41,63,58,59,64,64,67,65,69,63,67,64,54,70,66,60,46,60,53,64,48,61,51,57,53,14,12,9,9,8,0,1100000
Y. Rokutan,GK,63,63,850,34,2022,Japan,Right,2,1,100000,50,50,50,50,50,50,12,8,20,16,8,7,14,13,25,19,31,34,39,64,31,44,64,27,56,6,22,9,7,56,16,38,19,11,12,62,60,58,66,62,32,80000
T. Hayashi,GK,63,63,1000,38,2022,Japan,Right,2,1,63000,50,50,50,50,50,50,12,5,11,19,6,8,14,13,16,15,25,31,38,58,39,45,54,22,60,6,24,10,4,44,17,26,12,12,13,60,65,60,65,59,27,50000
K. Sugimori,"LM, RM, CAM",63,68,1000,24,2022,Japan,Right,3,2,961000,82,50,57,65,24,47,57,52,30,64,43,64,48,36,55,64,83,82,82,49,73,52,41,61,39,42,50,16,62,54,53,52,29,20,29,14,8,14,10,10,0,725000
K. Ono,CB,63,63,1000,31,2022,Japan,Left,3,2,406000,44,24,39,46,64,70,22,18,62,59,25,36,25,20,36,49,44,44,71,60,62,33,75,69,73,21,61,61,47,32,36,47,66,64,63,6,13,12,7,7,0,325000
L. Gibson,LB,63,68,2000,24,2023,England,Left,3,2,1200000,68,35,50,58,60,64,61,30,54,56,37,57,42,28,43,59,69,68,65,59,60,43,72,69,63,30,58,59,50,39,42,52,61,61,60,11,8,6,12,6,0,675000
L. Putaro,"LW, RW",63,69,650,24,2022,Germany,Left,3,3,1200000,76,62,55,65,39,65,56,61,60,60,55,66,57,51,49,64,77,75,65,58,70,66,74,65,72,60,43,35,63,51,61,59,39,38,31,13,11,5,7,5,0,750000
N. Sakurauchi,"RM, RWB, RB",63,63,2000,31,2022,Japan,Right,3,3,520000,66,44,60,65,60,68,65,47,62,66,45,63,45,29,63,65,63,68,72,62,68,41,69,66,73,39,59,60,59,55,34,60,56,62,60,14,7,6,6,11,0,400000
R. Uehara,"CM, CDM, CAM",63,68,1000,24,2023,Japan,Right,3,2,961000,82,56,61,65,56,63,58,59,37,66,37,64,49,38,63,66,85,80,62,62,74,58,66,72,60,56,56,61,60,61,44,59,54,60,55,5,10,13,13,10,0,725000
T. Yanagi,"RB, LB",63,68,1000,23,2022,Japan,Right,3,2,894000,81,36,51,54,58,73,56,32,54,55,23,55,27,29,53,53,75,85,51,55,48,45,67,68,82,36,59,57,51,51,33,53,56,62,60,9,14,6,14,14,0,675000
T. Sugimoto,"CF, LM, CM",63,67,1000,25,2022,Japan,Right,3,2,894000,76,58,58,68,37,47,47,59,38,63,42,65,54,48,55,65,72,79,87,60,92,57,94,60,37,61,46,36,61,64,54,60,38,36,37,7,11,9,11,14,0,675000
S. Takahashi,"RB, RM",63,63,2000,31,2022,Japan,Right,3,2,438000,59,35,55,52,57,73,68,26,47,56,37,40,50,34,51,56,60,58,71,61,77,54,73,89,65,32,73,61,42,52,45,56,51,61,60,9,10,7,5,15,0,350000
Y. Saneto,"CB, RB",63,63,2000,32,2022,Japan,Right,3,2,390000,60,30,37,46,64,65,29,28,63,51,25,36,26,25,35,43,62,58,64,64,70,41,65,55,70,25,64,66,26,29,33,68,67,61,60,12,7,14,10,8,0,300000
Y. Nakasaka,"LM, RM",63,67,2000,23,2022,Japan,Right,3,3,963000,74,56,59,64,42,48,56,57,54,65,59,62,59,38,57,65,76,72,73,58,76,60,63,45,44,53,57,45,63,58,42,53,41,38,42,13,14,15,11,14,0,700000
J. Grant,"CDM, CM",63,68,2000,22,2023,England,Right,3,2,1200000,71,49,56,60,60,74,48,47,60,62,34,60,44,32,61,60,70,71,58,59,62,56,74,77,76,51,64,61,59,60,36,58,60,61,59,8,9,10,6,12,0,675000
T. Dele-Bashiru,"CAM, CM, LM",63,76,7000,21,2022,Nigeria,Right,3,3,0,75,58,57,67,56,61,44,52,48,64,52,67,44,49,58,62,78,73,79,59,77,66,63,64,59,65,60,58,58,63,55,61,53,60,52,6,11,13,7,10,0,1200000
J. Riley,CM,63,68,3000,24,2022,England,Right,3,3,1300000,72,54,62,63,60,68,60,53,56,63,41,61,55,58,63,64,71,72,64,61,74,59,77,86,61,57,61,60,60,62,42,60,60,61,57,8,6,12,13,7,0,725000
Y. Kamiya,"CM, LM, CF",63,66,2000,24,2022,Japan,Right,4,3,861000,81,52,67,70,57,54,62,49,37,69,57,71,63,62,68,72,77,85,70,51,73,55,47,43,62,54,47,49,45,68,58,68,59,65,66,14,8,11,12,7,0,650000
Li Hang,"CM, CDM",63,63,3000,31,2021,China PR,Right,3,2,620000,68,61,65,60,58,71,64,59,59,65,54,57,71,71,64,61,68,68,66,65,64,68,71,80,71,61,62,59,64,63,58,58,58,57,55,7,11,15,7,8,0,400000
Lee Min Gi,"LB, RB",63,63,1000,28,2022,Korea Republic,Left,4,2,531000,75,29,53,61,55,64,54,26,43,58,23,58,42,42,56,60,73,76,73,59,59,34,61,80,62,28,52,59,40,46,38,65,53,58,59,10,15,12,12,10,0,425000
D. Leahy,LB,63,70,750,23,2021,Republic of Ireland,Left,3,2,1600000,66,50,57,61,61,66,59,52,58,57,45,62,56,51,55,58,62,69,66,57,58,54,69,73,61,42,68,59,57,56,53,59,60,63,61,7,12,6,11,6,0,925000
Kweon Han Jin,CB,63,63,1000,33,2022,Korea Republic,Right,2,2,288000,48,39,47,51,65,67,40,43,60,57,31,48,22,25,58,55,49,47,48,57,60,36,72,62,74,37,53,65,34,42,33,50,67,64,66,9,14,8,7,6,0,230000
B. Miranda,"ST, LM",63,65,500,23,2021,Bolivia,Right,3,3,1400000,81,61,44,64,37,51,48,66,56,43,46,65,48,33,33,60,79,82,84,62,50,64,57,50,60,50,28,30,64,50,64,54,40,35,33,5,7,6,12,13,0,625000
C. Algarañaz,ST,63,66,500,25,2021,Bolivia,Left,3,2,1400000,64,66,48,64,27,56,40,70,64,50,58,65,62,59,37,66,68,60,59,57,71,69,56,76,55,55,35,12,58,54,73,46,42,14,13,5,14,7,11,5,0,650000
J. Saksela,"RB, RM",63,63,500,28,2021,Finland,Right,3,2,914000,70,39,57,59,58,63,63,38,46,60,37,59,52,44,54,60,67,72,64,52,63,39,46,68,62,40,65,58,45,53,41,55,60,60,61,8,7,7,7,9,0,425000
Piao Shihao,"RB, LB",63,63,2000,29,2022,China PR,Right,3,2,659000,76,39,54,49,59,73,56,32,46,62,28,40,38,38,58,46,78,75,78,62,79,57,72,75,72,39,72,57,34,43,44,46,60,63,56,13,14,10,10,15,0,425000
William de Amorim,"LM, RM",63,63,2000,29,2024,Brazil,Right,4,3,641000,78,61,61,64,37,55,59,58,51,62,63,63,58,58,63,64,77,79,79,52,69,64,46,48,64,63,45,35,58,59,60,55,34,38,35,6,11,6,10,7,0,475000
N. Franco,ST,63,68,3000,25,2021,Argentina,Right,3,2,1100000,57,64,43,56,27,66,30,66,70,61,70,52,37,33,31,60,55,59,60,61,62,62,68,73,81,60,20,18,61,36,69,47,30,18,20,13,14,13,14,7,0,725000
K. Rowles,CB,63,70,600,23,2023,Australia,Left,3,2,1300000,66,24,42,41,62,72,26,16,58,60,31,27,24,22,50,45,63,69,60,61,64,34,81,74,73,27,67,57,27,29,33,62,64,64,60,13,12,6,10,9,0,900000
D. Kasumu,CM,63,73,2000,21,2022,Nigeria,Right,3,2,2100000,68,52,61,64,60,63,52,50,50,66,48,62,53,44,64,64,71,66,76,60,70,55,55,70,57,56,73,62,56,63,48,61,63,61,58,12,10,11,14,13,0,1100000
S. Mbaye,GK,63,68,750,25,2022,Senegal,Right,3,1,729000,50,50,50,50,50,50,12,9,13,16,6,11,13,10,23,19,23,30,31,57,26,50,30,16,63,5,16,11,8,32,18,28,14,11,11,64,63,66,58,64,26,550000
A. Ponce,ST,63,69,2000,24,2022,Venezuela,Right,3,3,1100000,75,61,44,65,21,62,36,61,58,54,53,68,33,26,39,64,77,74,72,60,59,65,66,56,73,56,42,12,64,47,65,50,19,16,19,8,5,6,15,14,0,775000
Q. Daubin,"CDM, CM",63,67,1000,25,2022,France,Right,3,2,1100000,57,55,60,59,58,72,54,55,62,67,35,58,47,48,61,64,53,60,52,55,60,60,63,64,79,60,69,58,43,57,52,50,55,60,57,14,8,9,13,8,0,600000
R. McCrorie,GK,63,71,6000,23,2023,Scotland,Right,3,1,1900000,50,50,50,50,50,50,24,9,10,20,5,16,22,24,21,22,34,30,31,52,57,47,55,33,61,6,35,9,7,38,20,38,10,12,13,62,63,63,62,64,32,925000
João Figueiredo,ST,63,68,3000,25,2023,Brazil,Right,2,2,1500000,56,64,47,58,25,61,40,67,68,53,44,56,44,42,40,59,59,54,65,63,52,64,64,53,71,60,43,15,69,51,67,60,22,22,16,11,11,12,7,13,0,725000
D. Al Qarni,"CM, CDM",63,63,4000,32,2022,Saudi Arabia,Right,3,2,619000,57,55,63,64,60,68,58,55,52,65,38,63,57,64,63,65,62,52,62,62,68,57,60,69,69,56,68,63,59,65,62,59,58,62,61,9,6,9,14,12,0,375000
L. Lumeka,"LW, RW",63,72,4000,22,2024,England,Right,3,2,2400000,75,60,56,64,25,46,59,64,40,59,49,62,52,53,50,64,76,74,81,56,73,59,32,43,51,55,42,20,64,56,51,55,28,22,21,9,11,12,15,13,0,1100000
N. McGinley,"LB, CB",63,64,1000,24,2022,England,Left,3,2,1000000,67,35,52,54,61,72,56,32,60,59,31,54,38,37,56,53,65,68,54,59,50,40,68,73,76,30,60,60,52,42,42,56,61,62,60,13,14,12,9,6,0,550000
A. Muskwe,ST,63,72,3000,22,2024,Zimbabwe,Right,3,3,2300000,67,61,46,62,31,65,35,65,64,51,54,62,51,48,42,60,69,65,66,64,61,63,75,62,69,51,58,26,64,50,57,58,30,25,24,8,14,14,7,12,0,1100000
S. Oméonga,CM,63,66,2000,25,2022,Belgium,Right,2,3,1100000,73,42,62,73,61,58,57,38,49,69,32,73,44,40,65,72,77,69,79,60,82,44,76,51,55,46,71,59,54,64,46,66,63,63,61,7,10,9,5,6,0,625000
M. Christensen,"CDM, CM",63,68,3000,23,2022,Denmark,Right,3,2,894000,64,45,55,57,64,68,52,40,63,59,43,53,37,44,56,59,65,64,63,59,65,56,73,73,68,42,59,63,48,55,48,54,66,64,61,11,6,9,5,12,0,675000
E. Sowah,RB,63,69,2000,23,2022,Ghana,Right,3,2,1200000,81,32,51,63,61,62,56,24,53,58,29,65,31,27,51,61,79,83,72,51,66,46,82,50,66,33,64,59,48,45,32,53,63,62,63,14,15,7,12,8,0,700000
D. Johnson,CB,63,71,2000,22,2023,England,Right,2,2,2000000,64,35,49,58,62,70,54,29,58,58,33,58,35,29,42,58,63,65,59,53,58,49,73,61,74,31,69,60,45,41,33,57,62,64,60,9,10,13,14,13,0,1000000
B. Simakala,"CF, ST",63,68,1000,24,2023,Germany,Right,4,3,1100000,72,62,58,69,25,58,64,62,59,58,63,71,71,65,44,63,71,73,76,61,79,66,74,72,56,62,39,19,58,57,53,64,28,17,22,12,12,7,10,10,0,725000
C. MacDonald,LB,63,70,2000,23,2022,Scotland,Left,2,2,1800000,71,32,47,55,59,61,54,29,49,52,24,55,38,34,42,53,74,68,64,58,56,35,57,82,56,30,48,56,57,40,36,53,61,61,60,8,6,12,9,9,0,925000
Óscar López,GK,63,73,1000,22,2022,Spain,Right,3,1,1600000,50,50,50,50,50,50,13,9,10,24,8,13,13,12,18,16,34,23,43,54,57,44,64,28,60,7,25,14,8,39,18,35,12,13,11,67,65,59,58,62,30,925000
R. Oaidă,"CM, CDM",63,69,3000,23,2024,Romania,Right,3,3,1200000,72,63,63,62,61,70,58,61,59,66,50,60,55,53,64,60,72,72,77,63,70,68,56,73,67,66,75,61,57,64,58,58,60,63,62,12,14,11,7,11,0,750000
B. Ozegovic,GK,63,70,1000,21,2022,Austria,Right,3,1,1400000,50,50,50,50,50,50,10,9,30,15,5,13,11,11,20,18,36,33,28,53,44,44,61,27,48,9,18,20,8,28,19,27,21,20,13,63,60,58,63,66,35,825000
R. Moon,ST,63,68,900,24,2024,South Africa,Left,3,3,961000,77,58,44,65,27,59,29,63,65,53,32,66,39,25,28,68,78,76,64,59,63,57,77,68,66,51,26,16,63,63,65,57,35,18,18,8,11,10,13,7,0,725000
A. Al Shammari,"LB, CDM, LM",63,65,4000,25,2023,Saudi Arabia,Left,2,3,949000,77,49,57,64,53,66,63,53,41,60,41,62,48,38,56,62,75,79,79,59,77,44,31,85,65,47,53,51,54,51,44,52,56,56,54,7,8,9,10,6,0,550000
Z. Al Bawardi,GK,63,69,4000,24,2023,Saudi Arabia,Left,3,1,1200000,50,50,50,50,50,50,11,17,11,31,18,12,11,12,27,17,28,27,27,52,23,49,42,24,56,19,24,17,17,48,14,25,20,13,12,67,62,65,62,63,28,625000
B. Al Mutairi,LB,63,63,4000,31,2022,Saudi Arabia,Left,3,2,578000,80,28,52,59,56,59,61,22,40,56,31,55,57,38,45,56,79,81,75,54,84,34,70,86,45,29,55,54,51,43,37,53,58,61,56,7,6,13,8,9,0,350000
T. Rocha,"CM, LB, CDM",63,63,2000,27,2021,Belize,Left,3,2,750000,63,58,59,64,61,70,53,52,56,62,51,64,50,55,58,64,61,65,64,60,68,68,69,73,67,60,76,64,64,65,63,62,58,64,56,6,11,14,15,7,0,500000
K. Wilson,"RWB, RB",63,69,3000,21,2022,England,Right,3,3,1400000,81,39,53,62,57,66,58,35,51,55,28,62,50,35,52,59,80,81,76,56,71,47,76,73,64,39,58,56,55,52,41,58,57,58,57,8,14,11,14,9,0,725000
